facility_name,facility_id,state,measure_name,number_of_discharges,footnote,excess_readmission_ratio,predicted_readmission_rate,expected_readmission_rate,number_of_readmissions,start_date,end_date
METHODIST HOSPITAL OF CHICAGO,140197,IL,READM-30-COPD-HRRP,,1.0,,,,,2016-07-01,2019-06-30
METHODIST HOSPITAL OF CHICAGO,140197,IL,READM-30-HF-HRRP,,nan,1.0185,21.4767,21.0857,,2016-07-01,2019-06-30
METHODIST HOSPITAL OF CHICAGO,140197,IL,READM-30-HIP-KNEE-HRRP,,1.0,,,,,2016-07-01,2019-06-30
METHODIST HOSPITAL OF CHICAGO,140197,IL,READM-30-PN-HRRP,,nan,0.9629,16.6359,17.2771,,2016-07-01,2019-06-30
ELMHURST MEMORIAL HOSPITAL,140200,IL,READM-30-AMI-HRRP,269.0,nan,0.9647,14.8871,15.4322,38.0,2016-07-01,2019-06-30
ELMHURST MEMORIAL HOSPITAL,140200,IL,READM-30-CABG-HRRP,118.0,nan,1.074,12.9877,12.0925,17.0,2016-07-01,2019-06-30
ELMHURST MEMORIAL HOSPITAL,140200,IL,READM-30-COPD-HRRP,574.0,nan,0.8444,15.5413,18.4046,75.0,2016-07-01,2019-06-30
ELMHURST MEMORIAL HOSPITAL,140200,IL,READM-30-HF-HRRP,1252.0,nan,0.8784,18.4699,21.026,223.0,2016-07-01,2019-06-30
ELMHURST MEMORIAL HOSPITAL,140200,IL,READM-30-HIP-KNEE-HRRP,1434.0,nan,0.9604,3.7477,3.9021,53.0,2016-07-01,2019-06-30
ELMHURST MEMORIAL HOSPITAL,140200,IL,READM-30-PN-HRRP,967.0,nan,1.0496,17.8475,17.0043,176.0,2016-07-01,2019-06-30
ADVOCATE CONDELL MEDICAL CENTER,140202,IL,READM-30-AMI-HRRP,398.0,nan,0.9506,15.8167,16.6393,60.0,2016-07-01,2019-06-30
ADVOCATE CONDELL MEDICAL CENTER,140202,IL,READM-30-CABG-HRRP,,nan,0.7976,9.9582,12.4851,,2016-07-01,2019-06-30
ADVOCATE CONDELL MEDICAL CENTER,140202,IL,READM-30-COPD-HRRP,713.0,nan,1.0367,20.4523,19.7291,149.0,2016-07-01,2019-06-30
ADVOCATE CONDELL MEDICAL CENTER,140202,IL,READM-30-HF-HRRP,1133.0,nan,0.8753,19.2914,22.0403,210.0,2016-07-01,2019-06-30
ADVOCATE CONDELL MEDICAL CENTER,140202,IL,READM-30-HIP-KNEE-HRRP,452.0,nan,0.9962,4.4404,4.4571,20.0,2016-07-01,2019-06-30
ADVOCATE CONDELL MEDICAL CENTER,140202,IL,READM-30-PN-HRRP,925.0,nan,0.9351,15.5288,16.6059,139.0,2016-07-01,2019-06-30
NORWEGIAN-AMERICAN HOSPITAL,140206,IL,READM-30-AMI-HRRP,44.0,nan,1.1175,24.5043,21.9274,18.0,2016-07-01,2019-06-30
NORWEGIAN-AMERICAN HOSPITAL,140206,IL,READM-30-CABG-HRRP,,1.0,,,,,2016-07-01,2019-06-30
NORWEGIAN-AMERICAN HOSPITAL,140206,IL,READM-30-COPD-HRRP,93.0,nan,1.0743,23.1499,21.5493,28.0,2016-07-01,2019-06-30
NORWEGIAN-AMERICAN HOSPITAL,140206,IL,READM-30-HF-HRRP,108.0,nan,1.1086,25.8963,23.3598,35.0,2016-07-01,2019-06-30
NORWEGIAN-AMERICAN HOSPITAL,140206,IL,READM-30-HIP-KNEE-HRRP,,1.0,,,,,2016-07-01,2019-06-30
NORWEGIAN-AMERICAN HOSPITAL,140206,IL,READM-30-PN-HRRP,118.0,nan,0.9946,18.1253,18.2235,21.0,2016-07-01,2019-06-30
ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER,140208,IL,READM-30-AMI-HRRP,487.0,nan,1.1004,19.5565,17.772,101.0,2016-07-01,2019-06-30
ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER,140208,IL,READM-30-CABG-HRRP,224.0,nan,1.0289,16.2028,15.7479,37.0,2016-07-01,2019-06-30
ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER,140208,IL,READM-30-COPD-HRRP,706.0,nan,0.9668,20.5413,21.2474,142.0,2016-07-01,2019-06-30
ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER,140208,IL,READM-30-HF-HRRP,1546.0,nan,1.0246,23.7627,23.1933,369.0,2016-07-01,2019-06-30
ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER,140208,IL,READM-30-HIP-KNEE-HRRP,1053.0,nan,1.4611,6.254,4.2802,73.0,2016-07-01,2019-06-30
ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER,140208,IL,READM-30-PN-HRRP,774.0,nan,1.1437,20.7061,18.1052,170.0,2016-07-01,2019-06-30
METHODIST MEDICAL CENTER OF ILLINOIS,140209,IL,READM-30-AMI-HRRP,273.0,nan,1.0426,16.6957,16.0131,48.0,2016-07-01,2019-06-30
METHODIST MEDICAL CENTER OF ILLINOIS,140209,IL,READM-30-CABG-HRRP,,nan,0.8525,9.8183,11.5177,,2016-07-01,2019-06-30
METHODIST MEDICAL CENTER OF ILLINOIS,140209,IL,READM-30-COPD-HRRP,208.0,nan,0.9696,18.599,19.1818,36.0,2016-07-01,2019-06-30
METHODIST MEDICAL CENTER OF ILLINOIS,140209,IL,READM-30-HF-HRRP,512.0,nan,1.019,22.4154,21.9985,116.0,2016-07-01,2019-06-30
METHODIST MEDICAL CENTER OF ILLINOIS,140209,IL,READM-30-HIP-KNEE-HRRP,624.0,nan,0.992,4.1904,4.2241,26.0,2016-07-01,2019-06-30
METHODIST MEDICAL CENTER OF ILLINOIS,140209,IL,READM-30-PN-HRRP,555.0,nan,1.0328,18.3274,17.7461,104.0,2016-07-01,2019-06-30
HARRISBURG MEDICAL CENTER,140210,IL,READM-30-AMI-HRRP,,1.0,,,,,2016-07-01,2019-06-30
HARRISBURG MEDICAL CENTER,140210,IL,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
HARRISBURG MEDICAL CENTER,140210,IL,READM-30-COPD-HRRP,216.0,nan,1.0211,20.4466,20.0246,46.0,2016-07-01,2019-06-30
HARRISBURG MEDICAL CENTER,140210,IL,READM-30-HF-HRRP,108.0,nan,0.9318,20.9451,22.4791,18.0,2016-07-01,2019-06-30
HARRISBURG MEDICAL CENTER,140210,IL,READM-30-HIP-KNEE-HRRP,,nan,0.9259,3.9023,4.2145,,2016-07-01,2019-06-30
HARRISBURG MEDICAL CENTER,140210,IL,READM-30-PN-HRRP,299.0,nan,1.0057,16.9257,16.8306,51.0,2016-07-01,2019-06-30
DELNOR COMMUNITY HOSPITAL,140211,IL,READM-30-AMI-HRRP,140.0,nan,0.9826,13.558,13.7985,18.0,2016-07-01,2019-06-30
DELNOR COMMUNITY HOSPITAL,140211,IL,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
DELNOR COMMUNITY HOSPITAL,140211,IL,READM-30-COPD-HRRP,237.0,nan,1.0456,18.6411,17.8275,48.0,2016-07-01,2019-06-30
DELNOR COMMUNITY HOSPITAL,140211,IL,READM-30-HF-HRRP,593.0,nan,0.9055,17.7441,19.596,99.0,2016-07-01,2019-06-30
DELNOR COMMUNITY HOSPITAL,140211,IL,READM-30-HIP-KNEE-HRRP,,nan,0.8101,3.4533,4.2626,,2016-07-01,2019-06-30
DELNOR COMMUNITY HOSPITAL,140211,IL,READM-30-PN-HRRP,508.0,nan,0.9356,13.6785,14.6205,65.0,2016-07-01,2019-06-30
SILVER CROSS HOSPITAL  AND MEDICAL CENTERS,140213,IL,READM-30-AMI-HRRP,309.0,nan,0.9691,17.1062,17.6514,51.0,2016-07-01,2019-06-30
SILVER CROSS HOSPITAL  AND MEDICAL CENTERS,140213,IL,READM-30-CABG-HRRP,,1.0,,,,,2016-07-01,2019-06-30
SILVER CROSS HOSPITAL  AND MEDICAL CENTERS,140213,IL,READM-30-COPD-HRRP,637.0,nan,1.0146,18.6422,18.3747,120.0,2016-07-01,2019-06-30
SILVER CROSS HOSPITAL  AND MEDICAL CENTERS,140213,IL,READM-30-HF-HRRP,1289.0,nan,0.9616,20.9119,21.7474,267.0,2016-07-01,2019-06-30
SILVER CROSS HOSPITAL  AND MEDICAL CENTERS,140213,IL,READM-30-HIP-KNEE-HRRP,727.0,nan,0.9544,4.109,4.3055,29.0,2016-07-01,2019-06-30
SILVER CROSS HOSPITAL  AND MEDICAL CENTERS,140213,IL,READM-30-PN-HRRP,952.0,nan,0.9527,15.6896,16.4687,146.0,2016-07-01,2019-06-30
PRESENCE SAINT JOSEPH HOSPITAL - ELGIN,140217,IL,READM-30-AMI-HRRP,117.0,nan,1.0062,17.6389,17.531,21.0,2016-07-01,2019-06-30
PRESENCE SAINT JOSEPH HOSPITAL - ELGIN,140217,IL,READM-30-CABG-HRRP,,nan,0.9841,14.5631,14.799,,2016-07-01,2019-06-30
PRESENCE SAINT JOSEPH HOSPITAL - ELGIN,140217,IL,READM-30-COPD-HRRP,168.0,nan,1.0267,20.059,19.5376,36.0,2016-07-01,2019-06-30
PRESENCE SAINT JOSEPH HOSPITAL - ELGIN,140217,IL,READM-30-HF-HRRP,265.0,nan,1.0154,21.8876,21.5556,59.0,2016-07-01,2019-06-30
PRESENCE SAINT JOSEPH HOSPITAL - ELGIN,140217,IL,READM-30-HIP-KNEE-HRRP,1209.0,nan,0.8802,3.5863,4.0746,41.0,2016-07-01,2019-06-30
PRESENCE SAINT JOSEPH HOSPITAL - ELGIN,140217,IL,READM-30-PN-HRRP,294.0,nan,0.9793,16.1415,16.4832,46.0,2016-07-01,2019-06-30
ADVOCATE LUTHERAN GENERAL HOSPITAL,140223,IL,READM-30-AMI-HRRP,319.0,nan,0.9446,14.1814,15.0127,42.0,2016-07-01,2019-06-30
ADVOCATE LUTHERAN GENERAL HOSPITAL,140223,IL,READM-30-CABG-HRRP,,nan,0.9592,11.544,12.0354,,2016-07-01,2019-06-30
ADVOCATE LUTHERAN GENERAL HOSPITAL,140223,IL,READM-30-COPD-HRRP,402.0,nan,0.9377,18.5553,19.7885,69.0,2016-07-01,2019-06-30
ADVOCATE LUTHERAN GENERAL HOSPITAL,140223,IL,READM-30-HF-HRRP,1276.0,nan,0.9339,19.5447,20.9291,245.0,2016-07-01,2019-06-30
ADVOCATE LUTHERAN GENERAL HOSPITAL,140223,IL,READM-30-HIP-KNEE-HRRP,1588.0,nan,0.8795,3.6125,4.1075,55.0,2016-07-01,2019-06-30
ADVOCATE LUTHERAN GENERAL HOSPITAL,140223,IL,READM-30-PN-HRRP,1044.0,nan,1.0466,17.6046,16.8213,187.0,2016-07-01,2019-06-30
PRESENCE SAINT JOSEPH HOSPITAL - CHICAGO,140224,IL,READM-30-AMI-HRRP,137.0,nan,1.0141,18.3625,18.1067,26.0,2016-07-01,2019-06-30
PRESENCE SAINT JOSEPH HOSPITAL - CHICAGO,140224,IL,READM-30-CABG-HRRP,,1.0,,,,,2016-07-01,2019-06-30
PRESENCE SAINT JOSEPH HOSPITAL - CHICAGO,140224,IL,READM-30-COPD-HRRP,160.0,nan,0.9745,18.909,19.4042,28.0,2016-07-01,2019-06-30
PRESENCE SAINT JOSEPH HOSPITAL - CHICAGO,140224,IL,READM-30-HF-HRRP,393.0,nan,1.0326,22.3628,21.6577,90.0,2016-07-01,2019-06-30
PRESENCE SAINT JOSEPH HOSPITAL - CHICAGO,140224,IL,READM-30-HIP-KNEE-HRRP,,nan,1.0653,4.6242,4.3406,,2016-07-01,2019-06-30
PRESENCE SAINT JOSEPH HOSPITAL - CHICAGO,140224,IL,READM-30-PN-HRRP,283.0,nan,0.8936,14.025,15.6952,32.0,2016-07-01,2019-06-30
SWEDISH AMERICAN HOSPITAL,140228,IL,READM-30-AMI-HRRP,223.0,nan,1.0922,16.5533,15.1558,42.0,2016-07-01,2019-06-30
SWEDISH AMERICAN HOSPITAL,140228,IL,READM-30-CABG-HRRP,,nan,1.1243,14.4761,12.8759,,2016-07-01,2019-06-30
SWEDISH AMERICAN HOSPITAL,140228,IL,READM-30-COPD-HRRP,369.0,nan,1.0155,18.6129,18.3291,70.0,2016-07-01,2019-06-30
SWEDISH AMERICAN HOSPITAL,140228,IL,READM-30-HF-HRRP,671.0,nan,0.904,18.9925,21.0105,121.0,2016-07-01,2019-06-30
SWEDISH AMERICAN HOSPITAL,140228,IL,READM-30-HIP-KNEE-HRRP,620.0,nan,0.9426,3.8853,4.1217,23.0,2016-07-01,2019-06-30
SWEDISH AMERICAN HOSPITAL,140228,IL,READM-30-PN-HRRP,700.0,nan,0.8987,14.0363,15.6187,91.0,2016-07-01,2019-06-30
EDWARD HOSPITAL,140231,IL,READM-30-AMI-HRRP,316.0,nan,0.9608,14.9696,15.5808,45.0,2016-07-01,2019-06-30
EDWARD HOSPITAL,140231,IL,READM-30-CABG-HRRP,168.0,nan,1.0602,12.2909,11.5929,22.0,2016-07-01,2019-06-30
EDWARD HOSPITAL,140231,IL,READM-30-COPD-HRRP,640.0,nan,1.0177,20.227,19.8752,131.0,2016-07-01,2019-06-30
EDWARD HOSPITAL,140231,IL,READM-30-HF-HRRP,1180.0,nan,0.9221,20.6179,22.3588,238.0,2016-07-01,2019-06-30
EDWARD HOSPITAL,140231,IL,READM-30-HIP-KNEE-HRRP,957.0,nan,0.9233,3.9169,4.2424,36.0,2016-07-01,2019-06-30
EDWARD HOSPITAL,140231,IL,READM-30-PN-HRRP,1166.0,nan,1.0114,17.2554,17.0602,202.0,2016-07-01,2019-06-30
OSF SAINT ANTHONY MEDICAL CENTER,140233,IL,READM-30-AMI-HRRP,282.0,nan,1.0967,15.8764,14.4771,50.0,2016-07-01,2019-06-30
OSF SAINT ANTHONY MEDICAL CENTER,140233,IL,READM-30-CABG-HRRP,,nan,1.0457,13.8322,13.2284,,2016-07-01,2019-06-30
OSF SAINT ANTHONY MEDICAL CENTER,140233,IL,READM-30-COPD-HRRP,487.0,nan,0.9989,18.2939,18.3135,89.0,2016-07-01,2019-06-30
OSF SAINT ANTHONY MEDICAL CENTER,140233,IL,READM-30-HF-HRRP,750.0,nan,1.0141,21.0789,20.7852,159.0,2016-07-01,2019-06-30
OSF SAINT ANTHONY MEDICAL CENTER,140233,IL,READM-30-HIP-KNEE-HRRP,600.0,nan,1.4692,5.8032,3.9499,42.0,2016-07-01,2019-06-30
OSF SAINT ANTHONY MEDICAL CENTER,140233,IL,READM-30-PN-HRRP,691.0,nan,1.0368,16.2828,15.7055,115.0,2016-07-01,2019-06-30
ILLINOIS VALLEY COMMUNITY HOSPITAL,140234,IL,READM-30-AMI-HRRP,,nan,0.9707,19.4299,20.0169,,2016-07-01,2019-06-30
ILLINOIS VALLEY COMMUNITY HOSPITAL,140234,IL,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
ILLINOIS VALLEY COMMUNITY HOSPITAL,140234,IL,READM-30-COPD-HRRP,154.0,nan,1.0039,18.6137,18.541,29.0,2016-07-01,2019-06-30
ILLINOIS VALLEY COMMUNITY HOSPITAL,140234,IL,READM-30-HF-HRRP,269.0,nan,0.9,19.2227,21.3575,45.0,2016-07-01,2019-06-30
ILLINOIS VALLEY COMMUNITY HOSPITAL,140234,IL,READM-30-HIP-KNEE-HRRP,318.0,nan,0.925,3.9112,4.2285,11.0,2016-07-01,2019-06-30
ILLINOIS VALLEY COMMUNITY HOSPITAL,140234,IL,READM-30-PN-HRRP,273.0,nan,0.9887,16.7714,16.9625,45.0,2016-07-01,2019-06-30
JAVON BEA HOSPITAL,140239,IL,READM-30-AMI-HRRP,185.0,nan,1.0537,17.264,16.3837,35.0,2016-07-01,2019-06-30
JAVON BEA HOSPITAL,140239,IL,READM-30-CABG-HRRP,,nan,1.0893,15.9168,14.6124,,2016-07-01,2019-06-30
JAVON BEA HOSPITAL,140239,IL,READM-30-COPD-HRRP,425.0,nan,1.0181,20.5668,20.2004,89.0,2016-07-01,2019-06-30
JAVON BEA HOSPITAL,140239,IL,READM-30-HF-HRRP,477.0,nan,1.0705,22.3397,20.8677,111.0,2016-07-01,2019-06-30
JAVON BEA HOSPITAL,140239,IL,READM-30-HIP-KNEE-HRRP,,nan,0.8422,3.3081,3.928,,2016-07-01,2019-06-30
JAVON BEA HOSPITAL,140239,IL,READM-30-PN-HRRP,418.0,nan,1.0461,16.0092,15.3037,70.0,2016-07-01,2019-06-30
WESTLAKE HOSPITAL,140240,IL,READM-30-AMI-HRRP,,nan,1.0238,19.8856,19.423,,2016-07-01,2019-06-30
WESTLAKE HOSPITAL,140240,IL,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
WESTLAKE HOSPITAL,140240,IL,READM-30-COPD-HRRP,71.0,nan,0.9971,20.0813,20.1404,14.0,2016-07-01,2019-06-30
WESTLAKE HOSPITAL,140240,IL,READM-30-HF-HRRP,105.0,nan,0.9585,20.7253,21.6233,19.0,2016-07-01,2019-06-30
WESTLAKE HOSPITAL,140240,IL,READM-30-HIP-KNEE-HRRP,,1.0,,,,,2016-07-01,2019-06-30
WESTLAKE HOSPITAL,140240,IL,READM-30-PN-HRRP,87.0,nan,1.0356,16.7606,16.184,17.0,2016-07-01,2019-06-30
CENTRAL DUPAGE HOSPITAL,140242,IL,READM-30-AMI-HRRP,195.0,nan,0.9683,13.2165,13.6493,24.0,2016-07-01,2019-06-30
CENTRAL DUPAGE HOSPITAL,140242,IL,READM-30-CABG-HRRP,161.0,nan,1.0091,11.6721,11.5669,19.0,2016-07-01,2019-06-30
CENTRAL DUPAGE HOSPITAL,140242,IL,READM-30-COPD-HRRP,393.0,nan,0.9467,17.7283,18.7264,65.0,2016-07-01,2019-06-30
CENTRAL DUPAGE HOSPITAL,140242,IL,READM-30-HF-HRRP,973.0,nan,0.979,20.2838,20.7185,196.0,2016-07-01,2019-06-30
CENTRAL DUPAGE HOSPITAL,140242,IL,READM-30-HIP-KNEE-HRRP,1313.0,nan,0.7161,2.7483,3.8378,30.0,2016-07-01,2019-06-30
CENTRAL DUPAGE HOSPITAL,140242,IL,READM-30-PN-HRRP,734.0,nan,0.9995,16.081,16.0891,118.0,2016-07-01,2019-06-30
ADVOCATE SOUTH SUBURBAN HOSPITAL,140250,IL,READM-30-AMI-HRRP,132.0,nan,1.0415,19.34,18.5699,28.0,2016-07-01,2019-06-30
ADVOCATE SOUTH SUBURBAN HOSPITAL,140250,IL,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
ADVOCATE SOUTH SUBURBAN HOSPITAL,140250,IL,READM-30-COPD-HRRP,283.0,nan,1.006,18.8988,18.7862,54.0,2016-07-01,2019-06-30
ADVOCATE SOUTH SUBURBAN HOSPITAL,140250,IL,READM-30-HF-HRRP,472.0,nan,1.0331,23.4797,22.7272,113.0,2016-07-01,2019-06-30
ADVOCATE SOUTH SUBURBAN HOSPITAL,140250,IL,READM-30-HIP-KNEE-HRRP,,nan,1.0244,3.9749,3.8803,,2016-07-01,2019-06-30
ADVOCATE SOUTH SUBURBAN HOSPITAL,140250,IL,READM-30-PN-HRRP,328.0,nan,1.0322,19.1189,18.5233,65.0,2016-07-01,2019-06-30
COMMUNITY FIRST MEDICAL CENTER,140251,IL,READM-30-AMI-HRRP,166.0,nan,0.981,16.9463,17.2751,27.0,2016-07-01,2019-06-30
COMMUNITY FIRST MEDICAL CENTER,140251,IL,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
COMMUNITY FIRST MEDICAL CENTER,140251,IL,READM-30-COPD-HRRP,222.0,nan,0.9793,18.8411,19.24,40.0,2016-07-01,2019-06-30
COMMUNITY FIRST MEDICAL CENTER,140251,IL,READM-30-HF-HRRP,428.0,nan,1.078,24.7454,22.9554,111.0,2016-07-01,2019-06-30
COMMUNITY FIRST MEDICAL CENTER,140251,IL,READM-30-HIP-KNEE-HRRP,,nan,1.2243,5.7263,4.6773,,2016-07-01,2019-06-30
COMMUNITY FIRST MEDICAL CENTER,140251,IL,READM-30-PN-HRRP,330.0,nan,1.0142,17.577,17.3314,59.0,2016-07-01,2019-06-30
NORTHWEST COMMUNITY HOSPITAL 1,140252,IL,READM-30-AMI-HRRP,369.0,nan,0.9532,14.012,14.6993,49.0,2016-07-01,2019-06-30
NORTHWEST COMMUNITY HOSPITAL 1,140252,IL,READM-30-CABG-HRRP,128.0,nan,0.9491,11.083,11.6774,13.0,2016-07-01,2019-06-30
NORTHWEST COMMUNITY HOSPITAL 1,140252,IL,READM-30-COPD-HRRP,871.0,nan,1.0216,19.305,18.897,170.0,2016-07-01,2019-06-30
NORTHWEST COMMUNITY HOSPITAL 1,140252,IL,READM-30-HF-HRRP,897.0,nan,0.9328,18.9995,20.3673,166.0,2016-07-01,2019-06-30
NORTHWEST COMMUNITY HOSPITAL 1,140252,IL,READM-30-HIP-KNEE-HRRP,1065.0,nan,0.9342,4.062,4.3481,42.0,2016-07-01,2019-06-30
NORTHWEST COMMUNITY HOSPITAL 1,140252,IL,READM-30-PN-HRRP,1560.0,nan,0.8893,14.3615,16.1487,216.0,2016-07-01,2019-06-30
ALEXIAN BROTHERS MEDICAL CENTER 1,140258,IL,READM-30-AMI-HRRP,225.0,nan,0.9569,15.358,16.0491,32.0,2016-07-01,2019-06-30
ALEXIAN BROTHERS MEDICAL CENTER 1,140258,IL,READM-30-CABG-HRRP,170.0,nan,0.9282,13.4207,14.4589,21.0,2016-07-01,2019-06-30
ALEXIAN BROTHERS MEDICAL CENTER 1,140258,IL,READM-30-COPD-HRRP,678.0,nan,0.9506,18.4948,19.4564,121.0,2016-07-01,2019-06-30
ALEXIAN BROTHERS MEDICAL CENTER 1,140258,IL,READM-30-HF-HRRP,1069.0,nan,0.8907,19.2161,21.5737,198.0,2016-07-01,2019-06-30
ALEXIAN BROTHERS MEDICAL CENTER 1,140258,IL,READM-30-HIP-KNEE-HRRP,917.0,nan,0.8692,3.7732,4.3412,32.0,2016-07-01,2019-06-30
ALEXIAN BROTHERS MEDICAL CENTER 1,140258,IL,READM-30-PN-HRRP,819.0,nan,0.9655,16.5397,17.1303,133.0,2016-07-01,2019-06-30
GENESIS HLTH SYSTEM DBA GENESIS MDL CTR-ILLINI,140275,IL,READM-30-AMI-HRRP,,nan,0.9443,13.9792,14.8033,,2016-07-01,2019-06-30
GENESIS HLTH SYSTEM DBA GENESIS MDL CTR-ILLINI,140275,IL,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
GENESIS HLTH SYSTEM DBA GENESIS MDL CTR-ILLINI,140275,IL,READM-30-COPD-HRRP,186.0,nan,1.0237,17.7531,17.3416,35.0,2016-07-01,2019-06-30
GENESIS HLTH SYSTEM DBA GENESIS MDL CTR-ILLINI,140275,IL,READM-30-HF-HRRP,269.0,nan,1.0354,21.0963,20.3755,59.0,2016-07-01,2019-06-30
GENESIS HLTH SYSTEM DBA GENESIS MDL CTR-ILLINI,140275,IL,READM-30-HIP-KNEE-HRRP,,nan,0.9756,3.7087,3.8014,,2016-07-01,2019-06-30
GENESIS HLTH SYSTEM DBA GENESIS MDL CTR-ILLINI,140275,IL,READM-30-PN-HRRP,267.0,nan,1.0295,15.7347,15.2839,44.0,2016-07-01,2019-06-30
LOYOLA UNIVERSITY MEDICAL CENTER,140276,IL,READM-30-AMI-HRRP,220.0,nan,1.0084,16.5958,16.4572,37.0,2016-07-01,2019-06-30
LOYOLA UNIVERSITY MEDICAL CENTER,140276,IL,READM-30-CABG-HRRP,148.0,nan,1.0828,14.9175,13.7769,24.0,2016-07-01,2019-06-30
LOYOLA UNIVERSITY MEDICAL CENTER,140276,IL,READM-30-COPD-HRRP,163.0,nan,0.9594,20.0525,20.9017,29.0,2016-07-01,2019-06-30
LOYOLA UNIVERSITY MEDICAL CENTER,140276,IL,READM-30-HF-HRRP,652.0,nan,1.0475,24.3673,23.2619,162.0,2016-07-01,2019-06-30
LOYOLA UNIVERSITY MEDICAL CENTER,140276,IL,READM-30-HIP-KNEE-HRRP,321.0,nan,1.2202,5.3826,4.4112,21.0,2016-07-01,2019-06-30
LOYOLA UNIVERSITY MEDICAL CENTER,140276,IL,READM-30-PN-HRRP,501.0,nan,1.0419,19.3678,18.5893,100.0,2016-07-01,2019-06-30
TRINITY - ROCK ISLAND,140280,IL,READM-30-AMI-HRRP,408.0,nan,0.9901,15.0902,15.2411,61.0,2016-07-01,2019-06-30
TRINITY - ROCK ISLAND,140280,IL,READM-30-CABG-HRRP,,nan,0.8394,9.4446,11.2516,,2016-07-01,2019-06-30
TRINITY - ROCK ISLAND,140280,IL,READM-30-COPD-HRRP,352.0,nan,0.9976,18.8098,18.8552,66.0,2016-07-01,2019-06-30
TRINITY - ROCK ISLAND,140280,IL,READM-30-HF-HRRP,658.0,nan,1.0645,22.6294,21.259,153.0,2016-07-01,2019-06-30
TRINITY - ROCK ISLAND,140280,IL,READM-30-HIP-KNEE-HRRP,470.0,nan,1.0285,3.9322,3.8232,19.0,2016-07-01,2019-06-30
TRINITY - ROCK ISLAND,140280,IL,READM-30-PN-HRRP,663.0,nan,1.1165,17.9893,16.112,127.0,2016-07-01,2019-06-30
NORTHWESTERN MEMORIAL HOSPITAL,140281,IL,READM-30-AMI-HRRP,294.0,nan,0.9625,15.0324,15.6184,42.0,2016-07-01,2019-06-30
NORTHWESTERN MEMORIAL HOSPITAL,140281,IL,READM-30-CABG-HRRP,153.0,nan,1.1009,14.2064,12.9045,24.0,2016-07-01,2019-06-30
NORTHWESTERN MEMORIAL HOSPITAL,140281,IL,READM-30-COPD-HRRP,278.0,nan,0.9913,20.4222,20.6005,56.0,2016-07-01,2019-06-30
NORTHWESTERN MEMORIAL HOSPITAL,140281,IL,READM-30-HF-HRRP,1358.0,nan,0.9642,21.9743,22.79,296.0,2016-07-01,2019-06-30
NORTHWESTERN MEMORIAL HOSPITAL,140281,IL,READM-30-HIP-KNEE-HRRP,1282.0,nan,0.7485,2.8303,3.7813,31.0,2016-07-01,2019-06-30
NORTHWESTERN MEMORIAL HOSPITAL,140281,IL,READM-30-PN-HRRP,859.0,nan,1.1007,19.5685,17.7787,175.0,2016-07-01,2019-06-30
KISHWAUKEE COMMUNITY HOSPITAL,140286,IL,READM-30-AMI-HRRP,117.0,nan,1.0763,16.8404,15.6461,24.0,2016-07-01,2019-06-30
KISHWAUKEE COMMUNITY HOSPITAL,140286,IL,READM-30-CABG-HRRP,,1.0,,,,,2016-07-01,2019-06-30
KISHWAUKEE COMMUNITY HOSPITAL,140286,IL,READM-30-COPD-HRRP,339.0,nan,1.0734,20.012,18.6431,74.0,2016-07-01,2019-06-30
KISHWAUKEE COMMUNITY HOSPITAL,140286,IL,READM-30-HF-HRRP,376.0,nan,0.9706,20.1892,20.8,74.0,2016-07-01,2019-06-30
KISHWAUKEE COMMUNITY HOSPITAL,140286,IL,READM-30-HIP-KNEE-HRRP,208.0,nan,1.0939,4.4853,4.1004,11.0,2016-07-01,2019-06-30
KISHWAUKEE COMMUNITY HOSPITAL,140286,IL,READM-30-PN-HRRP,470.0,nan,0.9634,15.4394,16.0265,70.0,2016-07-01,2019-06-30
ADVOCATE GOOD SAMARITAN HOSPITAL,140288,IL,READM-30-AMI-HRRP,295.0,nan,1.007,15.4588,15.352,46.0,2016-07-01,2019-06-30
ADVOCATE GOOD SAMARITAN HOSPITAL,140288,IL,READM-30-CABG-HRRP,116.0,nan,1.0185,12.5587,12.3308,15.0,2016-07-01,2019-06-30
ADVOCATE GOOD SAMARITAN HOSPITAL,140288,IL,READM-30-COPD-HRRP,466.0,nan,1.0035,19.0339,18.9676,89.0,2016-07-01,2019-06-30
ADVOCATE GOOD SAMARITAN HOSPITAL,140288,IL,READM-30-HF-HRRP,931.0,nan,1.0119,20.9703,20.7229,196.0,2016-07-01,2019-06-30
