facility_id,facility_name,state,measure_name,start_date,end_date,FY
10065,RUSSELL MEDICAL CENTER,AL,READM-30-HIP-KNEE-HRRP,2017-07-01,2019-12-01,2022
10065,RUSSELL MEDICAL CENTER,AL,READM-30-AMI-HRRP,2017-07-01,2019-12-01,2022
10069,MEDICAL CENTER BARBOUR,AL,READM-30-CABG-HRRP,2017-07-01,2019-12-01,2022
10069,MEDICAL CENTER BARBOUR,AL,READM-30-HIP-KNEE-HRRP,2017-07-01,2019-12-01,2022
10069,MEDICAL CENTER BARBOUR,AL,READM-30-COPD-HRRP,2017-07-01,2019-12-01,2022
10069,MEDICAL CENTER BARBOUR,AL,READM-30-AMI-HRRP,2017-07-01,2019-12-01,2022
10073,CLAY COUNTY HOSPITAL,AL,READM-30-CABG-HRRP,2017-07-01,2019-12-01,2022
10073,CLAY COUNTY HOSPITAL,AL,READM-30-PN-HRRP,2017-07-01,2019-12-01,2022
10073,CLAY COUNTY HOSPITAL,AL,READM-30-HF-HRRP,2017-07-01,2019-12-01,2022
10073,CLAY COUNTY HOSPITAL,AL,READM-30-AMI-HRRP,2017-07-01,2019-12-01,2022
10073,CLAY COUNTY HOSPITAL,AL,READM-30-HIP-KNEE-HRRP,2017-07-01,2019-12-01,2022
10073,CLAY COUNTY HOSPITAL,AL,READM-30-COPD-HRRP,2017-07-01,2019-12-01,2022
10078,NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,AL,READM-30-CABG-HRRP,2017-07-01,2019-12-01,2022
10079,ATHENS LIMESTONE HOSPITAL,AL,READM-30-AMI-HRRP,2017-07-01,2019-12-01,2022
10079,ATHENS LIMESTONE HOSPITAL,AL,READM-30-CABG-HRRP,2017-07-01,2019-12-01,2022
10079,ATHENS LIMESTONE HOSPITAL,AL,READM-30-HIP-KNEE-HRRP,2017-07-01,2019-12-01,2022
10083,SOUTH BALDWIN REGIONAL MEDICAL CENTER,AL,READM-30-AMI-HRRP,2017-07-01,2019-12-01,2022
10083,SOUTH BALDWIN REGIONAL MEDICAL CENTER,AL,READM-30-CABG-HRRP,2017-07-01,2019-12-01,2022
10085,DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,AL,READM-30-CABG-HRRP,2017-07-01,2019-12-01,2022
10085,DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,AL,READM-30-AMI-HRRP,2017-07-01,2019-12-01,2022
10086,NORTHWEST MEDICAL CENTER,AL,READM-30-AMI-HRRP,2017-07-01,2019-12-01,2022
10086,NORTHWEST MEDICAL CENTER,AL,READM-30-HF-HRRP,2017-07-01,2019-12-01,2022
10086,NORTHWEST MEDICAL CENTER,AL,READM-30-CABG-HRRP,2017-07-01,2019-12-01,2022
10086,NORTHWEST MEDICAL CENTER,AL,READM-30-HIP-KNEE-HRRP,2017-07-01,2019-12-01,2022
10087,USA HEALTH UNIVERSITY HOSPITAL,AL,READM-30-AMI-HRRP,2017-07-01,2019-12-01,2022
10087,USA HEALTH UNIVERSITY HOSPITAL,AL,READM-30-CABG-HRRP,2017-07-01,2019-12-01,2022
10087,USA HEALTH UNIVERSITY HOSPITAL,AL,READM-30-COPD-HRRP,2017-07-01,2019-12-01,2022
10087,USA HEALTH UNIVERSITY HOSPITAL,AL,READM-30-PN-HRRP,2017-07-01,2019-12-01,2022
10087,USA HEALTH UNIVERSITY HOSPITAL,AL,READM-30-HF-HRRP,2017-07-01,2019-12-01,2022
10087,USA HEALTH UNIVERSITY HOSPITAL,AL,READM-30-HIP-KNEE-HRRP,2017-07-01,2019-12-01,2022
10089,WALKER BAPTIST MEDICAL CENTER,AL,READM-30-CABG-HRRP,2017-07-01,2019-12-01,2022
10089,WALKER BAPTIST MEDICAL CENTER,AL,READM-30-AMI-HRRP,2017-07-01,2019-12-01,2022
10089,WALKER BAPTIST MEDICAL CENTER,AL,READM-30-HIP-KNEE-HRRP,2017-07-01,2019-12-01,2022
10090,PROVIDENCE HOSPITAL,AL,READM-30-HIP-KNEE-HRRP,2017-07-01,2019-12-01,2022
10091,GROVE HILL MEMORIAL HOSPITAL,AL,READM-30-CABG-HRRP,2017-07-01,2019-12-01,2022
10091,GROVE HILL MEMORIAL HOSPITAL,AL,READM-30-COPD-HRRP,2017-07-01,2019-12-01,2022
10091,GROVE HILL MEMORIAL HOSPITAL,AL,READM-30-PN-HRRP,2017-07-01,2019-12-01,2022
10091,GROVE HILL MEMORIAL HOSPITAL,AL,READM-30-AMI-HRRP,2017-07-01,2019-12-01,2022
10091,GROVE HILL MEMORIAL HOSPITAL,AL,READM-30-HIP-KNEE-HRRP,2017-07-01,2019-12-01,2022
10091,GROVE HILL MEMORIAL HOSPITAL,AL,READM-30-HF-HRRP,2017-07-01,2019-12-01,2022
10092,DCH REGIONAL MEDICAL CENTER,AL,READM-30-CABG-HRRP,2017-07-01,2019-12-01,2022
10095,HALE COUNTY HOSPITAL,AL,READM-30-COPD-HRRP,2017-07-01,2019-12-01,2022
10095,HALE COUNTY HOSPITAL,AL,READM-30-AMI-HRRP,2017-07-01,2019-12-01,2022
10095,HALE COUNTY HOSPITAL,AL,READM-30-CABG-HRRP,2017-07-01,2019-12-01,2022
10095,HALE COUNTY HOSPITAL,AL,READM-30-HIP-KNEE-HRRP,2017-07-01,2019-12-01,2022
10095,HALE COUNTY HOSPITAL,AL,READM-30-PN-HRRP,2017-07-01,2019-12-01,2022
10095,HALE COUNTY HOSPITAL,AL,READM-30-HF-HRRP,2017-07-01,2019-12-01,2022
10097,ELMORE COMMUNITY HOSPITAL,AL,READM-30-COPD-HRRP,2017-07-01,2019-12-01,2022
10097,ELMORE COMMUNITY HOSPITAL,AL,READM-30-PN-HRRP,2017-07-01,2019-12-01,2022
10097,ELMORE COMMUNITY HOSPITAL,AL,READM-30-HF-HRRP,2017-07-01,2019-12-01,2022
10097,ELMORE COMMUNITY HOSPITAL,AL,READM-30-AMI-HRRP,2017-07-01,2019-12-01,2022
10097,ELMORE COMMUNITY HOSPITAL,AL,READM-30-CABG-HRRP,2017-07-01,2019-12-01,2022
10097,ELMORE COMMUNITY HOSPITAL,AL,READM-30-HIP-KNEE-HRRP,2017-07-01,2019-12-01,2022
10099,D W MCMILLAN MEMORIAL HOSPITAL,AL,READM-30-CABG-HRRP,2017-07-01,2019-12-01,2022
10099,D W MCMILLAN MEMORIAL HOSPITAL,AL,READM-30-COPD-HRRP,2017-07-01,2019-12-01,2022
10099,D W MCMILLAN MEMORIAL HOSPITAL,AL,READM-30-AMI-HRRP,2017-07-01,2019-12-01,2022
10099,D W MCMILLAN MEMORIAL HOSPITAL,AL,READM-30-HIP-KNEE-HRRP,2017-07-01,2019-12-01,2022
10101,CITIZENS BAPTIST MEDICAL CENTER,AL,READM-30-CABG-HRRP,2017-07-01,2019-12-01,2022
10101,CITIZENS BAPTIST MEDICAL CENTER,AL,READM-30-COPD-HRRP,2017-07-01,2019-12-01,2022
10101,CITIZENS BAPTIST MEDICAL CENTER,AL,READM-30-AMI-HRRP,2017-07-01,2019-12-01,2022
10101,CITIZENS BAPTIST MEDICAL CENTER,AL,READM-30-HIP-KNEE-HRRP,2017-07-01,2019-12-01,2022
10102,J PAUL JONES HOSPITAL,AL,READM-30-AMI-HRRP,2017-07-01,2019-12-01,2022
10102,J PAUL JONES HOSPITAL,AL,READM-30-COPD-HRRP,2017-07-01,2019-12-01,2022
10102,J PAUL JONES HOSPITAL,AL,READM-30-CABG-HRRP,2017-07-01,2019-12-01,2022
10102,J PAUL JONES HOSPITAL,AL,READM-30-HF-HRRP,2017-07-01,2019-12-01,2022
10102,J PAUL JONES HOSPITAL,AL,READM-30-PN-HRRP,2017-07-01,2019-12-01,2022
10102,J PAUL JONES HOSPITAL,AL,READM-30-HIP-KNEE-HRRP,2017-07-01,2019-12-01,2022
10103,PRINCETON BAPTIST MEDICAL CENTER,AL,READM-30-HIP-KNEE-HRRP,2017-07-01,2019-12-01,2022
10108,PRATTVILLE BAPTIST HOSPITAL,AL,READM-30-AMI-HRRP,2017-07-01,2019-12-01,2022
10108,PRATTVILLE BAPTIST HOSPITAL,AL,READM-30-CABG-HRRP,2017-07-01,2019-12-01,2022
10108,PRATTVILLE BAPTIST HOSPITAL,AL,READM-30-HIP-KNEE-HRRP,2017-07-01,2019-12-01,2022
10110,BULLOCK COUNTY HOSPITAL,AL,READM-30-COPD-HRRP,2017-07-01,2019-12-01,2022
10110,BULLOCK COUNTY HOSPITAL,AL,READM-30-PN-HRRP,2017-07-01,2019-12-01,2022
10110,BULLOCK COUNTY HOSPITAL,AL,READM-30-HF-HRRP,2017-07-01,2019-12-01,2022
10110,BULLOCK COUNTY HOSPITAL,AL,READM-30-AMI-HRRP,2017-07-01,2019-12-01,2022
10110,BULLOCK COUNTY HOSPITAL,AL,READM-30-CABG-HRRP,2017-07-01,2019-12-01,2022
10110,BULLOCK COUNTY HOSPITAL,AL,READM-30-HIP-KNEE-HRRP,2017-07-01,2019-12-01,2022
10112,WHITFIELD REGIONAL HOSPITAL,AL,READM-30-CABG-HRRP,2017-07-01,2019-12-01,2022
10112,WHITFIELD REGIONAL HOSPITAL,AL,READM-30-COPD-HRRP,2017-07-01,2019-12-01,2022
10112,WHITFIELD REGIONAL HOSPITAL,AL,READM-30-AMI-HRRP,2017-07-01,2019-12-01,2022
10112,WHITFIELD REGIONAL HOSPITAL,AL,READM-30-HIP-KNEE-HRRP,2017-07-01,2019-12-01,2022
10112,WHITFIELD REGIONAL HOSPITAL,AL,READM-30-PN-HRRP,2017-07-01,2019-12-01,2022
10114,"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",AL,READM-30-CABG-HRRP,2017-07-01,2019-12-01,2022
10114,"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",AL,READM-30-AMI-HRRP,2017-07-01,2019-12-01,2022
10114,"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",AL,READM-30-HIP-KNEE-HRRP,2017-07-01,2019-12-01,2022
10118,VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,AL,READM-30-AMI-HRRP,2017-07-01,2019-12-01,2022
10118,VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,AL,READM-30-CABG-HRRP,2017-07-01,2019-12-01,2022
10118,VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,AL,READM-30-HIP-KNEE-HRRP,2017-07-01,2019-12-01,2022
10120,MONROE COUNTY HOSPITAL,AL,READM-30-CABG-HRRP,2017-07-01,2019-12-01,2022
10120,MONROE COUNTY HOSPITAL,AL,READM-30-COPD-HRRP,2017-07-01,2019-12-01,2022
10120,MONROE COUNTY HOSPITAL,AL,READM-30-AMI-HRRP,2017-07-01,2019-12-01,2022
10120,MONROE COUNTY HOSPITAL,AL,READM-30-HIP-KNEE-HRRP,2017-07-01,2019-12-01,2022
10120,MONROE COUNTY HOSPITAL,AL,READM-30-HF-HRRP,2017-07-01,2019-12-01,2022
10125,LAKELAND COMMUNITY HOSPITAL,AL,READM-30-CABG-HRRP,2017-07-01,2019-12-01,2022
10125,LAKELAND COMMUNITY HOSPITAL,AL,READM-30-HIP-KNEE-HRRP,2017-07-01,2019-12-01,2022
10125,LAKELAND COMMUNITY HOSPITAL,AL,READM-30-HF-HRRP,2017-07-01,2019-12-01,2022
10125,LAKELAND COMMUNITY HOSPITAL,AL,READM-30-AMI-HRRP,2017-07-01,2019-12-01,2022
10126,TROY REGIONAL MEDICAL CENTER,AL,READM-30-COPD-HRRP,2017-07-01,2019-12-01,2022
10126,TROY REGIONAL MEDICAL CENTER,AL,READM-30-AMI-HRRP,2017-07-01,2019-12-01,2022
10126,TROY REGIONAL MEDICAL CENTER,AL,READM-30-CABG-HRRP,2017-07-01,2019-12-01,2022
10126,TROY REGIONAL MEDICAL CENTER,AL,READM-30-HIP-KNEE-HRRP,2017-07-01,2019-12-01,2022
10126,TROY REGIONAL MEDICAL CENTER,AL,READM-30-HF-HRRP,2017-07-01,2019-12-01,2022
10128,JACKSON MEDICAL CENTER,AL,READM-30-COPD-HRRP,2017-07-01,2019-12-01,2022
10128,JACKSON MEDICAL CENTER,AL,READM-30-CABG-HRRP,2017-07-01,2019-12-01,2022
10128,JACKSON MEDICAL CENTER,AL,READM-30-HIP-KNEE-HRRP,2017-07-01,2019-12-01,2022
10128,JACKSON MEDICAL CENTER,AL,READM-30-AMI-HRRP,2017-07-01,2019-12-01,2022
10128,JACKSON MEDICAL CENTER,AL,READM-30-PN-HRRP,2017-07-01,2019-12-01,2022
10129,NORTH BALDWIN INFIRMARY,AL,READM-30-CABG-HRRP,2017-07-01,2019-12-01,2022
10129,NORTH BALDWIN INFIRMARY,AL,READM-30-COPD-HRRP,2017-07-01,2019-12-01,2022
10129,NORTH BALDWIN INFIRMARY,AL,READM-30-AMI-HRRP,2017-07-01,2019-12-01,2022
10129,NORTH BALDWIN INFIRMARY,AL,READM-30-HIP-KNEE-HRRP,2017-07-01,2019-12-01,2022
10129,NORTH BALDWIN INFIRMARY,AL,READM-30-PN-HRRP,2017-07-01,2019-12-01,2022
10129,NORTH BALDWIN INFIRMARY,AL,READM-30-HF-HRRP,2017-07-01,2019-12-01,2022
10130,ST VINCENT'S ST CLAIR,AL,READM-30-CABG-HRRP,2017-07-01,2019-12-01,2022
10130,ST VINCENT'S ST CLAIR,AL,READM-30-AMI-HRRP,2017-07-01,2019-12-01,2022
10130,ST VINCENT'S ST CLAIR,AL,READM-30-HIP-KNEE-HRRP,2017-07-01,2019-12-01,2022
10131,CRESTWOOD MEDICAL CENTER,AL,READM-30-CABG-HRRP,2017-07-01,2019-12-01,2022
10138,HILL HOSPITAL OF SUMTER COUNTY,AL,READM-30-CABG-HRRP,2017-07-01,2019-12-01,2022
10138,HILL HOSPITAL OF SUMTER COUNTY,AL,READM-30-COPD-HRRP,2017-07-01,2019-12-01,2022
10138,HILL HOSPITAL OF SUMTER COUNTY,AL,READM-30-AMI-HRRP,2017-07-01,2019-12-01,2022
10138,HILL HOSPITAL OF SUMTER COUNTY,AL,READM-30-HIP-KNEE-HRRP,2017-07-01,2019-12-01,2022
10138,HILL HOSPITAL OF SUMTER COUNTY,AL,READM-30-PN-HRRP,2017-07-01,2019-12-01,2022
10138,HILL HOSPITAL OF SUMTER COUNTY,AL,READM-30-HF-HRRP,2017-07-01,2019-12-01,2022
10144,SPRINGHILL MEDICAL CENTER,AL,READM-30-CABG-HRRP,2017-07-01,2019-12-01,2022
10144,SPRINGHILL MEDICAL CENTER,AL,READM-30-HIP-KNEE-HRRP,2017-07-01,2019-12-01,2022
10148,EVERGREEN MEDICAL CENTER,AL,READM-30-AMI-HRRP,2017-07-01,2019-12-01,2022
10148,EVERGREEN MEDICAL CENTER,AL,READM-30-CABG-HRRP,2017-07-01,2019-12-01,2022
10148,EVERGREEN MEDICAL CENTER,AL,READM-30-HIP-KNEE-HRRP,2017-07-01,2019-12-01,2022
10149,BAPTIST MEDICAL CENTER EAST,AL,READM-30-CABG-HRRP,2017-07-01,2019-12-01,2022
10149,BAPTIST MEDICAL CENTER EAST,AL,READM-30-AMI-HRRP,2017-07-01,2019-12-01,2022
10149,BAPTIST MEDICAL CENTER EAST,AL,READM-30-HIP-KNEE-HRRP,2017-07-01,2019-12-01,2022
10150,THE HEALTH CARE AUTHORITY OF THE CITY OF GREENVILLE- LV STABLER HOSPITAL,AL,READM-30-AMI-HRRP,2017-07-01,2019-12-01,2022
10150,THE HEALTH CARE AUTHORITY OF THE CITY OF GREENVILLE- LV STABLER HOSPITAL,AL,READM-30-CABG-HRRP,2017-07-01,2019-12-01,2022
10150,THE HEALTH CARE AUTHORITY OF THE CITY OF GREENVILLE- LV STABLER HOSPITAL,AL,READM-30-COPD-HRRP,2017-07-01,2019-12-01,2022
10150,THE HEALTH CARE AUTHORITY OF THE CITY OF GREENVILLE- LV STABLER HOSPITAL,AL,READM-30-HIP-KNEE-HRRP,2017-07-01,2019-12-01,2022
10150,THE HEALTH CARE AUTHORITY OF THE CITY OF GREENVILLE- LV STABLER HOSPITAL,AL,READM-30-PN-HRRP,2017-07-01,2019-12-01,2022
10157,SHOALS HOSPITAL,AL,READM-30-CABG-HRRP,2017-07-01,2019-12-01,2022
10157,SHOALS HOSPITAL,AL,READM-30-COPD-HRRP,2017-07-01,2019-12-01,2022
10157,SHOALS HOSPITAL,AL,READM-30-AMI-HRRP,2017-07-01,2019-12-01,2022
10157,SHOALS HOSPITAL,AL,READM-30-HIP-KNEE-HRRP,2017-07-01,2019-12-01,2022
10157,SHOALS HOSPITAL,AL,READM-30-PN-HRRP,2017-07-01,2019-12-01,2022
10157,SHOALS HOSPITAL,AL,READM-30-HF-HRRP,2017-07-01,2019-12-01,2022
10158,RUSSELLVILLE HOSPITAL,AL,READM-30-AMI-HRRP,2017-07-01,2019-12-01,2022
10158,RUSSELLVILLE HOSPITAL,AL,READM-30-CABG-HRRP,2017-07-01,2019-12-01,2022
10158,RUSSELLVILLE HOSPITAL,AL,READM-30-HF-HRRP,2017-07-01,2019-12-01,2022
10158,RUSSELLVILLE HOSPITAL,AL,READM-30-HIP-KNEE-HRRP,2017-07-01,2019-12-01,2022
10164,COOSA VALLEY MEDICAL CENTER,AL,READM-30-AMI-HRRP,2017-07-01,2019-12-01,2022
10164,COOSA VALLEY MEDICAL CENTER,AL,READM-30-HIP-KNEE-HRRP,2017-07-01,2019-12-01,2022
10164,COOSA VALLEY MEDICAL CENTER,AL,READM-30-CABG-HRRP,2017-07-01,2019-12-01,2022
10168,JACK HUGHSTON MEMORIAL HOSPITAL,AL,READM-30-AMI-HRRP,2017-07-01,2019-12-01,2022
10168,JACK HUGHSTON MEMORIAL HOSPITAL,AL,READM-30-CABG-HRRP,2017-07-01,2019-12-01,2022
10168,JACK HUGHSTON MEMORIAL HOSPITAL,AL,READM-30-COPD-HRRP,2017-07-01,2019-12-01,2022
10168,JACK HUGHSTON MEMORIAL HOSPITAL,AL,READM-30-HF-HRRP,2017-07-01,2019-12-01,2022
10168,JACK HUGHSTON MEMORIAL HOSPITAL,AL,READM-30-PN-HRRP,2017-07-01,2019-12-01,2022
10169,ATMORE COMMUNITY HOSPITAL,AL,READM-30-CABG-HRRP,2017-07-01,2019-12-01,2022
10169,ATMORE COMMUNITY HOSPITAL,AL,READM-30-AMI-HRRP,2017-07-01,2019-12-01,2022
10169,ATMORE COMMUNITY HOSPITAL,AL,READM-30-COPD-HRRP,2017-07-01,2019-12-01,2022
10169,ATMORE COMMUNITY HOSPITAL,AL,READM-30-HIP-KNEE-HRRP,2017-07-01,2019-12-01,2022
10173,ST VINCENT'S CHILTON,AL,READM-30-AMI-HRRP,2017-07-01,2019-12-01,2022
10173,ST VINCENT'S CHILTON,AL,READM-30-CABG-HRRP,2017-07-01,2019-12-01,2022
10173,ST VINCENT'S CHILTON,AL,READM-30-COPD-HRRP,2017-07-01,2019-12-01,2022
10173,ST VINCENT'S CHILTON,AL,READM-30-HF-HRRP,2017-07-01,2019-12-01,2022
10173,ST VINCENT'S CHILTON,AL,READM-30-HIP-KNEE-HRRP,2017-07-01,2019-12-01,2022
10173,ST VINCENT'S CHILTON,AL,READM-30-PN-HRRP,2017-07-01,2019-12-01,2022
10174,THOMASVILLE REGIONAL MEDICAL CENTER,AL,READM-30-CABG-HRRP,2017-07-01,2019-12-01,2022
10174,THOMASVILLE REGIONAL MEDICAL CENTER,AL,READM-30-COPD-HRRP,2017-07-01,2019-12-01,2022
10174,THOMASVILLE REGIONAL MEDICAL CENTER,AL,READM-30-AMI-HRRP,2017-07-01,2019-12-01,2022
10174,THOMASVILLE REGIONAL MEDICAL CENTER,AL,READM-30-HIP-KNEE-HRRP,2017-07-01,2019-12-01,2022
10174,THOMASVILLE REGIONAL MEDICAL CENTER,AL,READM-30-PN-HRRP,2017-07-01,2019-12-01,2022
10174,THOMASVILLE REGIONAL MEDICAL CENTER,AL,READM-30-HF-HRRP,2017-07-01,2019-12-01,2022
10175,EAMC-LANIER,AL,READM-30-AMI-HRRP,2017-07-01,2019-12-01,2022
10175,EAMC-LANIER,AL,READM-30-CABG-HRRP,2017-07-01,2019-12-01,2022
10175,EAMC-LANIER,AL,READM-30-COPD-HRRP,2017-07-01,2019-12-01,2022
10175,EAMC-LANIER,AL,READM-30-HF-HRRP,2017-07-01,2019-12-01,2022
10175,EAMC-LANIER,AL,READM-30-HIP-KNEE-HRRP,2017-07-01,2019-12-01,2022
10175,EAMC-LANIER,AL,READM-30-PN-HRRP,2017-07-01,2019-12-01,2022
20001,PROVIDENCE ALASKA MEDICAL CENTER,AK,READM-30-CABG-HRRP,2017-07-01,2019-12-01,2022
20006,MAT-SU REGIONAL MEDICAL CENTER,AK,READM-30-CABG-HRRP,2017-07-01,2019-12-01,2022
20006,MAT-SU REGIONAL MEDICAL CENTER,AK,READM-30-HIP-KNEE-HRRP,2017-07-01,2019-12-01,2022
20008,BARTLETT REGIONAL HOSPITAL,AK,READM-30-COPD-HRRP,2017-07-01,2019-12-01,2022
20008,BARTLETT REGIONAL HOSPITAL,AK,READM-30-AMI-HRRP,2017-07-01,2019-12-01,2022
20008,BARTLETT REGIONAL HOSPITAL,AK,READM-30-CABG-HRRP,2017-07-01,2019-12-01,2022
20008,BARTLETT REGIONAL HOSPITAL,AK,READM-30-PN-HRRP,2017-07-01,2019-12-01,2022
20008,BARTLETT REGIONAL HOSPITAL,AK,READM-30-HF-HRRP,2017-07-01,2019-12-01,2022
20008,BARTLETT REGIONAL HOSPITAL,AK,READM-30-HIP-KNEE-HRRP,2017-07-01,2019-12-01,2022
20012,FAIRBANKS MEMORIAL HOSPITAL,AK,READM-30-AMI-HRRP,2017-07-01,2019-12-01,2022
20012,FAIRBANKS MEMORIAL HOSPITAL,AK,READM-30-CABG-HRRP,2017-07-01,2019-12-01,2022
20012,FAIRBANKS MEMORIAL HOSPITAL,AK,READM-30-HIP-KNEE-HRRP,2017-07-01,2019-12-01,2022
20017,ALASKA REGIONAL HOSPITAL,AK,READM-30-CABG-HRRP,2017-07-01,2019-12-01,2022
20018,YUKON KUSKOKWIM DELTA REG HOSPITAL,AK,READM-30-CABG-HRRP,2017-07-01,2019-12-01,2022
20018,YUKON KUSKOKWIM DELTA REG HOSPITAL,AK,READM-30-HIP-KNEE-HRRP,2017-07-01,2019-12-01,2022
20018,YUKON KUSKOKWIM DELTA REG HOSPITAL,AK,READM-30-COPD-HRRP,2017-07-01,2019-12-01,2022
20018,YUKON KUSKOKWIM DELTA REG HOSPITAL,AK,READM-30-PN-HRRP,2017-07-01,2019-12-01,2022
20018,YUKON KUSKOKWIM DELTA REG HOSPITAL,AK,READM-30-HF-HRRP,2017-07-01,2019-12-01,2022
20018,YUKON KUSKOKWIM DELTA REG HOSPITAL,AK,READM-30-AMI-HRRP,2017-07-01,2019-12-01,2022
20024,CENTRAL PENINSULA GENERAL HOSPITAL,AK,READM-30-AMI-HRRP,2017-07-01,2019-12-01,2022
20024,CENTRAL PENINSULA GENERAL HOSPITAL,AK,READM-30-CABG-HRRP,2017-07-01,2019-12-01,2022
20026,ALASKA NATIVE MEDICAL CENTER,AK,READM-30-AMI-HRRP,2017-07-01,2019-12-01,2022
20026,ALASKA NATIVE MEDICAL CENTER,AK,READM-30-CABG-HRRP,2017-07-01,2019-12-01,2022
20026,ALASKA NATIVE MEDICAL CENTER,AK,READM-30-HIP-KNEE-HRRP,2017-07-01,2019-12-01,2022
30002,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,AZ,READM-30-CABG-HRRP,2017-07-01,2019-12-01,2022
30002,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,AZ,READM-30-HIP-KNEE-HRRP,2017-07-01,2019-12-01,2022
30007,VERDE VALLEY MEDICAL CENTER,AZ,READM-30-CABG-HRRP,2017-07-01,2019-12-01,2022
30007,VERDE VALLEY MEDICAL CENTER,AZ,READM-30-HIP-KNEE-HRRP,2017-07-01,2019-12-01,2022
30007,VERDE VALLEY MEDICAL CENTER,AZ,READM-30-AMI-HRRP,2017-07-01,2019-12-01,2022
30010,ST. MARY'S HOSPITAL,AZ,READM-30-CABG-HRRP,2017-07-01,2019-12-01,2022
30010,ST. MARY'S HOSPITAL,AZ,READM-30-HIP-KNEE-HRRP,2017-07-01,2019-12-01,2022
30011,ST JOSEPH'S HOSPITAL,AZ,READM-30-CABG-HRRP,2017-07-01,2019-12-01,2022
30011,ST JOSEPH'S HOSPITAL,AZ,READM-30-HIP-KNEE-HRRP,2017-07-01,2019-12-01,2022
30014,JOHN C. LINCOLN NORTH MOUNTAIN HOSPITAL,AZ,READM-30-CABG-HRRP,2017-07-01,2019-12-01,2022
30014,JOHN C. LINCOLN NORTH MOUNTAIN HOSPITAL,AZ,READM-30-HIP-KNEE-HRRP,2017-07-01,2019-12-01,2022
30016,BANNER CASA GRANDE MEDICAL CENTER,AZ,READM-30-CABG-HRRP,2017-07-01,2019-12-01,2022
30016,BANNER CASA GRANDE MEDICAL CENTER,AZ,READM-30-HIP-KNEE-HRRP,2017-07-01,2019-12-01,2022
30022,VALLEYWISE HEALTH MEDICAL CENTER,AZ,READM-30-HF-HRRP,2017-07-01,2019-12-01,2022
30022,VALLEYWISE HEALTH MEDICAL CENTER,AZ,READM-30-PN-HRRP,2017-07-01,2019-12-01,2022
30022,VALLEYWISE HEALTH MEDICAL CENTER,AZ,READM-30-AMI-HRRP,2017-07-01,2019-12-01,2022
30022,VALLEYWISE HEALTH MEDICAL CENTER,AZ,READM-30-COPD-HRRP,2017-07-01,2019-12-01,2022
30022,VALLEYWISE HEALTH MEDICAL CENTER,AZ,READM-30-CABG-HRRP,2017-07-01,2019-12-01,2022
30022,VALLEYWISE HEALTH MEDICAL CENTER,AZ,READM-30-HIP-KNEE-HRRP,2017-07-01,2019-12-01,2022
30023,FLAGSTAFF MEDICAL CENTER,AZ,READM-30-CABG-HRRP,2017-07-01,2019-12-01,2022
30024,ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,AZ,READM-30-CABG-HRRP,2017-07-01,2019-12-01,2022
30024,ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,AZ,READM-30-HIP-KNEE-HRRP,2017-07-01,2019-12-01,2022
30030,ABRAZO CENTRAL CAMPUS,AZ,READM-30-CABG-HRRP,2017-07-01,2019-12-01,2022
30030,ABRAZO CENTRAL CAMPUS,AZ,READM-30-AMI-HRRP,2017-07-01,2019-12-01,2022
30030,ABRAZO CENTRAL CAMPUS,AZ,READM-30-HIP-KNEE-HRRP,2017-07-01,2019-12-01,2022
30036,CHANDLER REGIONAL MEDICAL CENTER,AZ,READM-30-HIP-KNEE-HRRP,2017-07-01,2019-12-01,2022
30037,ST LUKE'S MEDICAL CENTER,AZ,READM-30-COPD-HRRP,2017-07-01,2019-12-01,2022
30037,ST LUKE'S MEDICAL CENTER,AZ,READM-30-AMI-HRRP,2017-07-01,2019-12-01,2022
30037,ST LUKE'S MEDICAL CENTER,AZ,READM-30-HF-HRRP,2017-07-01,2019-12-01,2022
30037,ST LUKE'S MEDICAL CENTER,AZ,READM-30-CABG-HRRP,2017-07-01,2019-12-01,2022
30037,ST LUKE'S MEDICAL CENTER,AZ,READM-30-PN-HRRP,2017-07-01,2019-12-01,2022
30038,HONORHEALTH SCOTTSDALE OSBORN MEDICAL CENTER,AZ,READM-30-CABG-HRRP,2017-07-01,2019-12-01,2022
30043,CANYON VISTA MEDICAL CENTER,AZ,READM-30-HIP-KNEE-HRRP,2017-07-01,2019-12-01,2022
30043,CANYON VISTA MEDICAL CENTER,AZ,READM-30-CABG-HRRP,2017-07-01,2019-12-01,2022
30055,KINGMAN REGIONAL MEDICAL CENTER,AZ,READM-30-CABG-HRRP,2017-07-01,2019-12-01,2022
