FY,facility_id,facility_name,state,measure_name,err,number_of_discharges,number_of_readmissions,rank_by_err
2021,150126,FRANCISCAN HEALTH CROWN POINT,IN,READM-30-HF-HRRP,0.9889,586.0,126.0,748.0
2021,150126,FRANCISCAN HEALTH CROWN POINT,IN,READM-30-PN-HRRP,1.0428,632.0,114.0,1132.0
2021,150128,"COMMUNITY HOSPITAL SOUTH, INC.",IN,READM-30-AMI-HRRP,0.9831,176.0,26.0,462.0
2021,150128,"COMMUNITY HOSPITAL SOUTH, INC.",IN,READM-30-COPD-HRRP,0.9887,412.0,77.0,585.0
2021,150128,"COMMUNITY HOSPITAL SOUTH, INC.",IN,READM-30-HF-HRRP,0.9378,474.0,93.0,393.0
2021,150128,"COMMUNITY HOSPITAL SOUTH, INC.",IN,READM-30-HIP-KNEE-HRRP,1.0849,438.0,22.0,699.0
2021,150128,"COMMUNITY HOSPITAL SOUTH, INC.",IN,READM-30-PN-HRRP,0.932,469.0,67.0,315.0
2021,150133,KOSCIUSKO COMMUNITY HOSPITAL,IN,READM-30-COPD-HRRP,0.9883,144.0,27.0,581.0
2021,150133,KOSCIUSKO COMMUNITY HOSPITAL,IN,READM-30-HF-HRRP,0.9548,147.0,27.0,500.0
2021,150133,KOSCIUSKO COMMUNITY HOSPITAL,IN,READM-30-PN-HRRP,1.0292,173.0,30.0,1031.0
2021,150146,PARKVIEW NOBLE HOSPITAL,IN,READM-30-COPD-HRRP,0.9692,156.0,30.0,426.0
2021,150146,PARKVIEW NOBLE HOSPITAL,IN,READM-30-HF-HRRP,1.0184,105.0,23.0,970.0
2021,150146,PARKVIEW NOBLE HOSPITAL,IN,READM-30-PN-HRRP,0.9939,137.0,21.0,760.0
2021,150150,DUPONT HOSPITAL LLC,IN,READM-30-PN-HRRP,1.1192,78.0,21.0,1519.0
2021,150153,ST VINCENT HEART CENTER,IN,READM-30-AMI-HRRP,0.8069,856.0,90.0,6.0
2021,150153,ST VINCENT HEART CENTER,IN,READM-30-CABG-HRRP,0.8484,422.0,39.0,38.0
2021,150153,ST VINCENT HEART CENTER,IN,READM-30-HF-HRRP,0.8661,470.0,74.0,88.0
2021,150157,ASCENSION ST VINCENT CARMEL,IN,READM-30-COPD-HRRP,1.0296,78.0,16.0,934.0
2021,150157,ASCENSION ST VINCENT CARMEL,IN,READM-30-HF-HRRP,0.9986,89.0,19.0,821.0
2021,150157,ASCENSION ST VINCENT CARMEL,IN,READM-30-PN-HRRP,1.016,157.0,25.0,930.0
2021,150158,IU HEALTH WEST HOSPITAL,IN,READM-30-AMI-HRRP,0.9646,165.0,22.0,356.0
2021,150158,IU HEALTH WEST HOSPITAL,IN,READM-30-COPD-HRRP,0.92,336.0,57.0,123.0
2021,150158,IU HEALTH WEST HOSPITAL,IN,READM-30-HF-HRRP,0.9728,382.0,79.0,630.0
2021,150158,IU HEALTH WEST HOSPITAL,IN,READM-30-HIP-KNEE-HRRP,1.0567,197.0,11.0,628.0
2021,150158,IU HEALTH WEST HOSPITAL,IN,READM-30-PN-HRRP,0.8993,492.0,67.0,151.0
2021,150160,"INDIANA ORTHOPAEDIC HOSPITAL, LLC",IN,READM-30-HIP-KNEE-HRRP,1.0171,1731.0,60.0,532.0
2021,150161,INDIANA UNIVERSITY HEALTH NORTH HOSPITAL,IN,READM-30-COPD-HRRP,0.9852,107.0,20.0,554.0
2021,150161,INDIANA UNIVERSITY HEALTH NORTH HOSPITAL,IN,READM-30-HF-HRRP,0.9013,179.0,28.0,201.0
2021,150161,INDIANA UNIVERSITY HEALTH NORTH HOSPITAL,IN,READM-30-HIP-KNEE-HRRP,0.8493,503.0,14.0,162.0
2021,150161,INDIANA UNIVERSITY HEALTH NORTH HOSPITAL,IN,READM-30-PN-HRRP,0.9762,241.0,37.0,627.0
2021,150162,FRANCISCAN HEALTH INDIANAPOLIS,IN,READM-30-AMI-HRRP,0.9964,491.0,75.0,533.0
2021,150162,FRANCISCAN HEALTH INDIANAPOLIS,IN,READM-30-CABG-HRRP,1.0085,191.0,23.0,249.0
2021,150162,FRANCISCAN HEALTH INDIANAPOLIS,IN,READM-30-COPD-HRRP,0.9342,735.0,138.0,199.0
2021,150162,FRANCISCAN HEALTH INDIANAPOLIS,IN,READM-30-HF-HRRP,0.8769,1209.0,235.0,113.0
2021,150162,FRANCISCAN HEALTH INDIANAPOLIS,IN,READM-30-PN-HRRP,0.9978,1512.0,265.0,786.0
2021,150165,FRANCISCAN HEALTH MUNSTER,IN,READM-30-COPD-HRRP,0.9838,183.0,32.0,543.0
2021,150165,FRANCISCAN HEALTH MUNSTER,IN,READM-30-HF-HRRP,1.0156,158.0,37.0,953.0
2021,150165,FRANCISCAN HEALTH MUNSTER,IN,READM-30-PN-HRRP,1.0439,165.0,33.0,1140.0
2021,150166,PINNACLE HOSPITAL,IN,READM-30-COPD-HRRP,1.0398,41.0,11.0,1016.0
2021,150167,ORTHOPAEDIC HOSPITAL AT PARKVIEW NORTH LLC,IN,READM-30-HIP-KNEE-HRRP,0.777,1276.0,33.0,65.0
2021,150168,THE ORTHOPAEDIC HOSPITAL OF LUTHERAN HEALTH NETWOR,IN,READM-30-HIP-KNEE-HRRP,0.8202,860.0,28.0,113.0
2021,150169,COMMUNITY HOSPITAL NORTH,IN,READM-30-AMI-HRRP,1.0921,41.0,14.0,1034.0
2021,150169,COMMUNITY HOSPITAL NORTH,IN,READM-30-COPD-HRRP,1.0087,432.0,86.0,759.0
2021,150169,COMMUNITY HOSPITAL NORTH,IN,READM-30-HF-HRRP,1.0695,414.0,102.0,1309.0
2021,150169,COMMUNITY HOSPITAL NORTH,IN,READM-30-HIP-KNEE-HRRP,1.1293,491.0,25.0,808.0
2021,150169,COMMUNITY HOSPITAL NORTH,IN,READM-30-PN-HRRP,0.937,620.0,90.0,342.0
2021,150173,INDIANA UNIVERSITY HEALTH ARNETT HOSPITAL,IN,READM-30-AMI-HRRP,0.918,299.0,39.0,160.0
2021,150173,INDIANA UNIVERSITY HEALTH ARNETT HOSPITAL,IN,READM-30-COPD-HRRP,0.9772,397.0,78.0,489.0
2021,150173,INDIANA UNIVERSITY HEALTH ARNETT HOSPITAL,IN,READM-30-HF-HRRP,0.956,430.0,88.0,509.0
2021,150173,INDIANA UNIVERSITY HEALTH ARNETT HOSPITAL,IN,READM-30-HIP-KNEE-HRRP,1.1162,208.0,12.0,774.0
2021,150173,INDIANA UNIVERSITY HEALTH ARNETT HOSPITAL,IN,READM-30-PN-HRRP,0.9988,850.0,141.0,795.0
2021,150183,MONROE HOSPITAL,IN,READM-30-HF-HRRP,1.0566,97.0,23.0,1242.0
2021,150183,MONROE HOSPITAL,IN,READM-30-PN-HRRP,1.0268,169.0,29.0,1008.0
2021,160001,UNITYPOINT HEALTH-MARSHALLTOWN,IA,READM-30-HF-HRRP,0.9949,149.0,28.0,793.0
2021,160001,UNITYPOINT HEALTH-MARSHALLTOWN,IA,READM-30-PN-HRRP,0.9237,209.0,22.0,264.0
2021,160005,ST ANTHONY REGIONAL HOSPITAL & NURSING HOME,IA,READM-30-HF-HRRP,0.9526,107.0,16.0,485.0
2021,160005,ST ANTHONY REGIONAL HOSPITAL & NURSING HOME,IA,READM-30-PN-HRRP,0.956,213.0,25.0,471.0
2021,160008,UNITYPOINT HEALTH - KEOKUK,IA,READM-30-PN-HRRP,1.0152,122.0,20.0,924.0
2021,160008,UNITYPOINT HEALTH - KEOKUK,IA,READM-30-COPD-HRRP,0.9319,137.0,18.0,185.0
2021,160013,TRINITY MUSCATINE,IA,READM-30-PN-HRRP,0.8902,162.0,14.0,115.0
2021,160013,TRINITY MUSCATINE,IA,READM-30-HF-HRRP,0.9833,90.0,17.0,703.0
2021,160016,TRINITY REGIONAL MEDICAL CENTER,IA,READM-30-PN-HRRP,0.9647,412.0,62.0,534.0
2021,160016,TRINITY REGIONAL MEDICAL CENTER,IA,READM-30-AMI-HRRP,0.8905,192.0,17.0,93.0
2021,160016,TRINITY REGIONAL MEDICAL CENTER,IA,READM-30-COPD-HRRP,0.9468,174.0,24.0,267.0
2021,160016,TRINITY REGIONAL MEDICAL CENTER,IA,READM-30-HF-HRRP,0.8699,304.0,46.0,99.0
2021,160028,CHI HEALTH MERCY COUNCIL BLUFFS,IA,READM-30-HF-HRRP,0.9394,212.0,40.0,402.0
2021,160028,CHI HEALTH MERCY COUNCIL BLUFFS,IA,READM-30-COPD-HRRP,1.0123,120.0,24.0,793.0
2021,160028,CHI HEALTH MERCY COUNCIL BLUFFS,IA,READM-30-PN-HRRP,0.9386,224.0,31.0,356.0
2021,160029,MERCY HOSPITAL,IA,READM-30-HIP-KNEE-HRRP,0.6533,1122.0,23.0,6.0
2021,160029,MERCY HOSPITAL,IA,READM-30-HF-HRRP,0.9696,419.0,75.0,609.0
2021,160029,MERCY HOSPITAL,IA,READM-30-PN-HRRP,1.0186,500.0,77.0,948.0
2021,160029,MERCY HOSPITAL,IA,READM-30-COPD-HRRP,0.9548,204.0,33.0,320.0
2021,160029,MERCY HOSPITAL,IA,READM-30-AMI-HRRP,0.8593,217.0,16.0,38.0
2021,160030,MARY GREELEY MEDICAL CENTER,IA,READM-30-HIP-KNEE-HRRP,0.9158,439.0,12.0,288.0
2021,160030,MARY GREELEY MEDICAL CENTER,IA,READM-30-AMI-HRRP,0.9147,233.0,26.0,151.0
2021,160030,MARY GREELEY MEDICAL CENTER,IA,READM-30-PN-HRRP,0.9935,551.0,82.0,758.0
2021,160030,MARY GREELEY MEDICAL CENTER,IA,READM-30-HF-HRRP,0.9382,494.0,91.0,396.0
2021,160030,MARY GREELEY MEDICAL CENTER,IA,READM-30-COPD-HRRP,0.9869,258.0,45.0,568.0
2021,160032,MERCYONE NEWTON MEDICAL CENTER,IA,READM-30-PN-HRRP,0.9238,121.0,11.0,265.0
2021,160033,GENESIS MEDICAL CENTER-DAVENPORT,IA,READM-30-PN-HRRP,0.977,1080.0,166.0,633.0
2021,160033,GENESIS MEDICAL CENTER-DAVENPORT,IA,READM-30-AMI-HRRP,1.0204,429.0,72.0,665.0
2021,160033,GENESIS MEDICAL CENTER-DAVENPORT,IA,READM-30-HF-HRRP,1.078,837.0,197.0,1351.0
2021,160033,GENESIS MEDICAL CENTER-DAVENPORT,IA,READM-30-HIP-KNEE-HRRP,0.8049,853.0,21.0,95.0
2021,160033,GENESIS MEDICAL CENTER-DAVENPORT,IA,READM-30-COPD-HRRP,1.0617,584.0,122.0,1162.0
2021,160045,ST LUKES HOSPITAL,IA,READM-30-HF-HRRP,0.9276,864.0,164.0,331.0
2021,160045,ST LUKES HOSPITAL,IA,READM-30-HIP-KNEE-HRRP,0.9498,635.0,25.0,371.0
2021,160045,ST LUKES HOSPITAL,IA,READM-30-PN-HRRP,0.9085,829.0,116.0,188.0
2021,160045,ST LUKES HOSPITAL,IA,READM-30-AMI-HRRP,0.935,337.0,43.0,231.0
2021,160045,ST LUKES HOSPITAL,IA,READM-30-CABG-HRRP,0.741,187.0,11.0,3.0
2021,160045,ST LUKES HOSPITAL,IA,READM-30-COPD-HRRP,1.027,353.0,73.0,913.0
2021,160047,METHODIST JENNIE EDMUNDSON,IA,READM-30-HIP-KNEE-HRRP,1.0833,279.0,14.0,695.0
2021,160047,METHODIST JENNIE EDMUNDSON,IA,READM-30-HF-HRRP,0.9316,232.0,40.0,356.0
2021,160047,METHODIST JENNIE EDMUNDSON,IA,READM-30-AMI-HRRP,0.9421,140.0,15.0,253.0
2021,160047,METHODIST JENNIE EDMUNDSON,IA,READM-30-PN-HRRP,0.9662,414.0,62.0,547.0
2021,160047,METHODIST JENNIE EDMUNDSON,IA,READM-30-COPD-HRRP,0.9995,252.0,46.0,676.0
2021,160057,GREAT RIVER MEDICAL CENTER,IA,READM-30-AMI-HRRP,0.9343,292.0,36.0,230.0
2021,160057,GREAT RIVER MEDICAL CENTER,IA,READM-30-HIP-KNEE-HRRP,1.0941,309.0,16.0,730.0
2021,160057,GREAT RIVER MEDICAL CENTER,IA,READM-30-PN-HRRP,1.0627,496.0,92.0,1271.0
2021,160057,GREAT RIVER MEDICAL CENTER,IA,READM-30-HF-HRRP,0.9676,493.0,97.0,595.0
2021,160057,GREAT RIVER MEDICAL CENTER,IA,READM-30-COPD-HRRP,1.0763,415.0,91.0,1243.0
2021,160058,UNIVERSITY OF IOWA HOSPITAL & CLINICS,IA,READM-30-CABG-HRRP,0.9355,120.0,13.0,132.0
2021,160058,UNIVERSITY OF IOWA HOSPITAL & CLINICS,IA,READM-30-AMI-HRRP,0.9769,354.0,57.0,429.0
2021,160058,UNIVERSITY OF IOWA HOSPITAL & CLINICS,IA,READM-30-HIP-KNEE-HRRP,0.8451,637.0,21.0,156.0
2021,160058,UNIVERSITY OF IOWA HOSPITAL & CLINICS,IA,READM-30-PN-HRRP,0.9282,478.0,73.0,295.0
2021,160058,UNIVERSITY OF IOWA HOSPITAL & CLINICS,IA,READM-30-HF-HRRP,0.9666,731.0,159.0,588.0
2021,160058,UNIVERSITY OF IOWA HOSPITAL & CLINICS,IA,READM-30-COPD-HRRP,0.9573,230.0,42.0,338.0
2021,160064,MERCYONE NORTH IOWA MEDICAL CENTER,IA,READM-30-PN-HRRP,0.8914,756.0,101.0,118.0
2021,160064,MERCYONE NORTH IOWA MEDICAL CENTER,IA,READM-30-COPD-HRRP,0.9215,410.0,66.0,131.0
2021,160064,MERCYONE NORTH IOWA MEDICAL CENTER,IA,READM-30-CABG-HRRP,1.1051,117.0,19.0,407.0
2021,160064,MERCYONE NORTH IOWA MEDICAL CENTER,IA,READM-30-AMI-HRRP,0.871,430.0,47.0,55.0
2021,160064,MERCYONE NORTH IOWA MEDICAL CENTER,IA,READM-30-HF-HRRP,0.909,739.0,137.0,235.0
2021,160064,MERCYONE NORTH IOWA MEDICAL CENTER,IA,READM-30-HIP-KNEE-HRRP,0.8475,862.0,29.0,161.0
2021,160067,MERCYONE WATERLOO MEDICAL CENTER,IA,READM-30-HF-HRRP,0.8817,251.0,39.0,126.0
2021,160067,MERCYONE WATERLOO MEDICAL CENTER,IA,READM-30-AMI-HRRP,0.9866,95.0,13.0,480.0
2021,160067,MERCYONE WATERLOO MEDICAL CENTER,IA,READM-30-PN-HRRP,0.9614,260.0,38.0,507.0
2021,160067,MERCYONE WATERLOO MEDICAL CENTER,IA,READM-30-COPD-HRRP,0.9534,172.0,28.0,312.0
2021,160069,MERCYONE DUBUQUE MEDICAL CENTER,IA,READM-30-HF-HRRP,0.8014,211.0,20.0,9.0
2021,160069,MERCYONE DUBUQUE MEDICAL CENTER,IA,READM-30-COPD-HRRP,0.9823,98.0,16.0,530.0
2021,160069,MERCYONE DUBUQUE MEDICAL CENTER,IA,READM-30-PN-HRRP,0.8866,308.0,32.0,104.0
2021,160079,MERCY MEDICAL CENTER - CEDAR RAPIDS,IA,READM-30-HF-HRRP,0.8287,561.0,85.0,28.0
2021,160079,MERCY MEDICAL CENTER - CEDAR RAPIDS,IA,READM-30-CABG-HRRP,1.1634,67.0,12.0,478.0
2021,160079,MERCY MEDICAL CENTER - CEDAR RAPIDS,IA,READM-30-AMI-HRRP,0.7878,321.0,26.0,4.0
2021,160079,MERCY MEDICAL CENTER - CEDAR RAPIDS,IA,READM-30-PN-HRRP,0.9077,711.0,91.0,183.0
2021,160079,MERCY MEDICAL CENTER - CEDAR RAPIDS,IA,READM-30-COPD-HRRP,1.0261,374.0,72.0,904.0
2021,160079,MERCY MEDICAL CENTER - CEDAR RAPIDS,IA,READM-30-HIP-KNEE-HRRP,0.8196,954.0,28.0,110.0
2021,160080,MERCYONE CLINTON MEDICAL CENTER,IA,READM-30-PN-HRRP,0.9142,440.0,59.0,220.0
2021,160080,MERCYONE CLINTON MEDICAL CENTER,IA,READM-30-AMI-HRRP,0.9434,110.0,15.0,258.0
2021,160080,MERCYONE CLINTON MEDICAL CENTER,IA,READM-30-HF-HRRP,1.0565,290.0,70.0,1241.0
2021,160080,MERCYONE CLINTON MEDICAL CENTER,IA,READM-30-COPD-HRRP,0.9414,280.0,49.0,240.0
2021,160082,UNITYPOINT HEALTH - DES MOINES IOWA METHODIST MEDI,IA,READM-30-HIP-KNEE-HRRP,0.8569,2286.0,69.0,173.0
2021,160082,UNITYPOINT HEALTH - DES MOINES IOWA METHODIST MEDI,IA,READM-30-AMI-HRRP,0.8862,631.0,72.0,83.0
2021,160082,UNITYPOINT HEALTH - DES MOINES IOWA METHODIST MEDI,IA,READM-30-COPD-HRRP,0.9274,460.0,71.0,163.0
2021,160082,UNITYPOINT HEALTH - DES MOINES IOWA METHODIST MEDI,IA,READM-30-CABG-HRRP,0.7692,252.0,19.0,7.0
2021,160082,UNITYPOINT HEALTH - DES MOINES IOWA METHODIST MEDI,IA,READM-30-HF-HRRP,1.0366,850.0,177.0,1103.0
2021,160082,UNITYPOINT HEALTH - DES MOINES IOWA METHODIST MEDI,IA,READM-30-PN-HRRP,0.8848,875.0,106.0,98.0
2021,160083,MERCYONE DES MOINES MEDICAL CENTER,IA,READM-30-HIP-KNEE-HRRP,1.203,1079.0,53.0,924.0
2021,160083,MERCYONE DES MOINES MEDICAL CENTER,IA,READM-30-COPD-HRRP,0.9558,631.0,114.0,327.0
2021,160083,MERCYONE DES MOINES MEDICAL CENTER,IA,READM-30-PN-HRRP,0.8333,1012.0,123.0,15.0
2021,160083,MERCYONE DES MOINES MEDICAL CENTER,IA,READM-30-HF-HRRP,0.8951,1425.0,265.0,179.0
2021,160083,MERCYONE DES MOINES MEDICAL CENTER,IA,READM-30-CABG-HRRP,0.8213,456.0,41.0,24.0
2021,160083,MERCYONE DES MOINES MEDICAL CENTER,IA,READM-30-AMI-HRRP,0.8483,812.0,86.0,23.0
2021,160089,OTTUMWA REGIONAL HEALTH CENTER,IA,READM-30-HF-HRRP,0.9515,173.0,34.0,480.0
2021,160089,OTTUMWA REGIONAL HEALTH CENTER,IA,READM-30-PN-HRRP,0.9099,216.0,25.0,199.0
2021,160089,OTTUMWA REGIONAL HEALTH CENTER,IA,READM-30-COPD-HRRP,0.9732,117.0,20.0,459.0
2021,160104,TRINITY - BETTENDORF,IA,READM-30-HF-HRRP,0.9878,129.0,26.0,740.0
2021,160104,TRINITY - BETTENDORF,IA,READM-30-PN-HRRP,1.0902,196.0,40.0,1411.0
2021,160104,TRINITY - BETTENDORF,IA,READM-30-HIP-KNEE-HRRP,1.0586,919.0,42.0,635.0
2021,160104,TRINITY - BETTENDORF,IA,READM-30-COPD-HRRP,0.9954,65.0,11.0,639.0
2021,160110,ALLEN HOSPITAL,IA,READM-30-AMI-HRRP,0.9087,270.0,30.0,136.0
2021,160110,ALLEN HOSPITAL,IA,READM-30-HF-HRRP,0.9177,523.0,95.0,281.0
2021,160110,ALLEN HOSPITAL,IA,READM-30-PN-HRRP,0.9453,436.0,66.0,395.0
2021,160110,ALLEN HOSPITAL,IA,READM-30-COPD-HRRP,0.8948,217.0,27.0,47.0
2021,160110,ALLEN HOSPITAL,IA,READM-30-HIP-KNEE-HRRP,1.0742,370.0,18.0,676.0
2021,160112,SPENCER MUNICIPAL HOSPITAL,IA,READM-30-HF-HRRP,1.0426,170.0,36.0,1143.0
2021,160112,SPENCER MUNICIPAL HOSPITAL,IA,READM-30-HIP-KNEE-HRRP,0.7462,542.0,12.0,34.0
2021,160112,SPENCER MUNICIPAL HOSPITAL,IA,READM-30-PN-HRRP,0.9673,219.0,29.0,555.0
2021,160112,SPENCER MUNICIPAL HOSPITAL,IA,READM-30-COPD-HRRP,1.0909,130.0,33.0,1293.0
2021,160117,FINLEY HOSPITAL,IA,READM-30-COPD-HRRP,1.0764,125.0,28.0,1244.0
2021,160117,FINLEY HOSPITAL,IA,READM-30-PN-HRRP,0.9715,216.0,31.0,590.0
2021,160117,FINLEY HOSPITAL,IA,READM-30-HF-HRRP,1.0536,141.0,33.0,1225.0
2021,160122,FORT MADISON COMMUNITY HOSPITAL,IA,READM-30-HF-HRRP,0.9791,74.0,12.0,673.0
2021,160122,FORT MADISON COMMUNITY HOSPITAL,IA,READM-30-PN-HRRP,0.9642,115.0,14.0,530.0
2021,160146,ST LUKES REGIONAL MEDICAL CENTER,IA,READM-30-HF-HRRP,0.927,371.0,65.0,327.0
2021,160146,ST LUKES REGIONAL MEDICAL CENTER,IA,READM-30-COPD-HRRP,0.9424,198.0,29.0,246.0
2021,160146,ST LUKES REGIONAL MEDICAL CENTER,IA,READM-30-PN-HRRP,0.9585,455.0,63.0,489.0
2021,160146,ST LUKES REGIONAL MEDICAL CENTER,IA,READM-30-AMI-HRRP,0.9039,170.0,15.0,123.0
2021,160147,GRINNELL REGIONAL MEDICAL CENTER,IA,READM-30-COPD-HRRP,1.0347,87.0,18.0,979.0
2021,160147,GRINNELL REGIONAL MEDICAL CENTER,IA,READM-30-PN-HRRP,0.9848,168.0,22.0,696.0
2021,160147,GRINNELL REGIONAL MEDICAL CENTER,IA,READM-30-HF-HRRP,0.9894,87.0,15.0,751.0
2021,160153,MERCYONE SIOUXLAND,IA,READM-30-PN-HRRP,0.9383,516.0,78.0,354.0
2021,160153,MERCYONE SIOUXLAND,IA,READM-30-HF-HRRP,0.9172,326.0,60.0,278.0
2021,160153,MERCYONE SIOUXLAND,IA,READM-30-AMI-HRRP,0.9998,249.0,38.0,553.0
2021,160153,MERCYONE SIOUXLAND,IA,READM-30-COPD-HRRP,0.9928,274.0,53.0,617.0
2021,170006,VIA CHRISTI HOSPITAL PITTSBURG INC,KS,READM-30-PN-HRRP,0.9138,347.0,44.0,218.0
2021,170006,VIA CHRISTI HOSPITAL PITTSBURG INC,KS,READM-30-HF-HRRP,0.9642,108.0,19.0,570.0
2021,170006,VIA CHRISTI HOSPITAL PITTSBURG INC,KS,READM-30-COPD-HRRP,1.052,149.0,33.0,1110.0
2021,170009,SAINT JOHN HOSPITAL,KS,READM-30-PN-HRRP,1.0698,191.0,39.0,1307.0
2021,170009,SAINT JOHN HOSPITAL,KS,READM-30-HF-HRRP,0.9916,96.0,20.0,769.0
2021,170009,SAINT JOHN HOSPITAL,KS,READM-30-COPD-HRRP,0.9946,74.0,13.0,631.0
2021,170012,SALINA REGIONAL HEALTH CENTER,KS,READM-30-COPD-HRRP,0.9242,303.0,46.0,144.0
2021,170012,SALINA REGIONAL HEALTH CENTER,KS,READM-30-PN-HRRP,1.0586,472.0,81.0,1241.0
2021,170012,SALINA REGIONAL HEALTH CENTER,KS,READM-30-HF-HRRP,1.006,235.0,50.0,881.0
2021,170012,SALINA REGIONAL HEALTH CENTER,KS,READM-30-AMI-HRRP,0.8543,211.0,17.0,27.0
2021,170013,HAYS MEDICAL CENTER,KS,READM-30-HF-HRRP,0.8864,351.0,58.0,145.0
2021,170013,HAYS MEDICAL CENTER,KS,READM-30-PN-HRRP,0.8712,519.0,70.0,64.0
2021,170013,HAYS MEDICAL CENTER,KS,READM-30-COPD-HRRP,0.9894,194.0,36.0,590.0
2021,170013,HAYS MEDICAL CENTER,KS,READM-30-AMI-HRRP,1.0162,251.0,37.0,640.0
2021,170014,ADVENTHEALTH OTTAWA,KS,READM-30-HF-HRRP,0.9618,93.0,16.0,552.0
2021,170014,ADVENTHEALTH OTTAWA,KS,READM-30-COPD-HRRP,0.9514,134.0,21.0,300.0
2021,170014,ADVENTHEALTH OTTAWA,KS,READM-30-PN-HRRP,0.9997,232.0,37.0,804.0
2021,170016,UNIVERSITY OF KANSAS HEALTH SYSTEM - ST FRANCIS CAMPUS,KS,READM-30-HIP-KNEE-HRRP,0.8165,573.0,16.0,108.0
2021,170016,UNIVERSITY OF KANSAS HEALTH SYSTEM - ST FRANCIS CAMPUS,KS,READM-30-HF-HRRP,0.9275,427.0,79.0,330.0
2021,170016,UNIVERSITY OF KANSAS HEALTH SYSTEM - ST FRANCIS CAMPUS,KS,READM-30-PN-HRRP,0.9418,446.0,66.0,372.0
2021,170016,UNIVERSITY OF KANSAS HEALTH SYSTEM - ST FRANCIS CAMPUS,KS,READM-30-COPD-HRRP,1.0647,234.0,51.0,1181.0
2021,170016,UNIVERSITY OF KANSAS HEALTH SYSTEM - ST FRANCIS CAMPUS,KS,READM-30-AMI-HRRP,0.9184,160.0,17.0,162.0
2021,170017,SUSAN B ALLEN MEMORIAL HOSPITAL,KS,READM-30-PN-HRRP,1.0517,164.0,28.0,1189.0
2021,170017,SUSAN B ALLEN MEMORIAL HOSPITAL,KS,READM-30-HF-HRRP,0.99,84.0,15.0,757.0
2021,170017,SUSAN B ALLEN MEMORIAL HOSPITAL,KS,READM-30-COPD-HRRP,0.9331,120.0,13.0,193.0
2021,170020,HUTCHINSON REGIONAL MEDICAL CENTER INC,KS,READM-30-AMI-HRRP,1.0415,222.0,36.0,784.0
2021,170020,HUTCHINSON REGIONAL MEDICAL CENTER INC,KS,READM-30-PN-HRRP,0.9724,616.0,95.0,598.0
2021,170020,HUTCHINSON REGIONAL MEDICAL CENTER INC,KS,READM-30-COPD-HRRP,0.9783,335.0,59.0,498.0
2021,170020,HUTCHINSON REGIONAL MEDICAL CENTER INC,KS,READM-30-HF-HRRP,0.923,357.0,64.0,308.0
2021,170020,HUTCHINSON REGIONAL MEDICAL CENTER INC,KS,READM-30-HIP-KNEE-HRRP,1.0307,357.0,19.0,570.0
2021,170023,ST CATHERINE HOSPITAL,KS,READM-30-PN-HRRP,1.0047,190.0,30.0,843.0
2021,170023,ST CATHERINE HOSPITAL,KS,READM-30-COPD-HRRP,0.9777,118.0,18.0,493.0
2021,170023,ST CATHERINE HOSPITAL,KS,READM-30-HF-HRRP,1.0191,125.0,28.0,976.0
2021,170027,PRATT REGIONAL MEDICAL CENTER,KS,READM-30-HIP-KNEE-HRRP,0.8395,426.0,13.0,143.0
2021,170040,UNIVERSITY OF KANSAS HOSPITAL,KS,READM-30-CABG-HRRP,0.8928,176.0,17.0,85.0
2021,170040,UNIVERSITY OF KANSAS HOSPITAL,KS,READM-30-AMI-HRRP,0.9789,229.0,34.0,439.0
2021,170040,UNIVERSITY OF KANSAS HOSPITAL,KS,READM-30-HF-HRRP,1.0199,948.0,225.0,982.0
2021,170040,UNIVERSITY OF KANSAS HOSPITAL,KS,READM-30-PN-HRRP,1.1504,746.0,172.0,1591.0
2021,170040,UNIVERSITY OF KANSAS HOSPITAL,KS,READM-30-HIP-KNEE-HRRP,0.9058,370.0,12.0,269.0
2021,170040,UNIVERSITY OF KANSAS HOSPITAL,KS,READM-30-COPD-HRRP,0.9677,224.0,43.0,415.0
2021,170049,OLATHE MEDICAL CENTER,KS,READM-30-HIP-KNEE-HRRP,1.2888,469.0,30.0,1017.0
2021,170049,OLATHE MEDICAL CENTER,KS,READM-30-COPD-HRRP,1.0209,346.0,71.0,865.0
2021,170049,OLATHE MEDICAL CENTER,KS,READM-30-AMI-HRRP,1.0273,286.0,46.0,708.0
2021,170049,OLATHE MEDICAL CENTER,KS,READM-30-HF-HRRP,0.9296,558.0,104.0,346.0
2021,170049,OLATHE MEDICAL CENTER,KS,READM-30-CABG-HRRP,1.0113,100.0,13.0,254.0
2021,170049,OLATHE MEDICAL CENTER,KS,READM-30-PN-HRRP,1.003,517.0,84.0,832.0
2021,170068,SOUTHWEST MEDICAL CENTER,KS,READM-30-PN-HRRP,1.0496,141.0,26.0,1174.0
2021,170068,SOUTHWEST MEDICAL CENTER,KS,READM-30-HF-HRRP,1.0015,113.0,24.0,845.0
2021,170074,GEARY COMMUNITY HOSPITAL,KS,READM-30-HF-HRRP,1.0644,47.0,15.0,1284.0
2021,170074,GEARY COMMUNITY HOSPITAL,KS,READM-30-PN-HRRP,1.0134,110.0,16.0,910.0
2021,170086,STORMONT VAIL HOSPITAL,KS,READM-30-COPD-HRRP,1.0173,887.0,174.0,834.0
